,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
1592,61,3,1,0,0,1,0,1,8,4,238,2,999,2,0,-1.1,94.601,-49.5,1.016,4963.6,0
1593,30,8,2,5,0,1,1,0,1,2,358,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
1594,33,7,0,3,0,1,0,1,4,1,73,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
1595,41,1,1,2,0,0,0,0,1,2,75,1,999,1,0,-2.9,92.20100000000001,-31.4,0.873,5076.2,0
1596,37,1,1,3,0,1,0,0,6,0,466,1,999,1,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
1597,35,7,1,1,0,0,0,0,6,3,178,2,999,1,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
1598,68,5,1,0,0,0,0,1,9,3,201,1,999,1,0,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,0
1599,28,1,1,0,0,1,0,0,3,2,1820,4,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1600,40,2,1,2,0,1,0,1,4,4,103,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
1601,27,0,2,5,0,0,0,0,5,3,191,2,999,0,1,-1.8,93.369,-34.8,0.637,5008.7,0
1602,43,2,1,5,0,1,0,0,3,1,117,3,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
1604,45,0,1,3,0,1,1,0,1,0,111,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
1605,53,6,1,5,0,1,0,0,3,1,78,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1606,45,1,0,2,0,1,0,1,4,3,250,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
1607,40,4,1,5,0,1,0,0,4,1,295,3,999,0,1,-2.9,92.963,-40.8,1.215,5076.2,0
1608,55,5,0,3,0,0,0,1,4,2,410,16,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
1609,46,4,1,5,0,0,0,0,1,4,517,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
1610,18,8,2,2,0,0,0,0,2,2,412,2,999,0,1,-3.0,92.713,-33.0,0.7120000000000001,5023.5,0
1611,35,4,1,5,0,1,0,0,1,2,108,4,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
1612,41,1,1,0,0,0,0,0,7,2,604,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
1613,30,9,2,4,0,1,0,0,1,3,171,6,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
1614,32,0,1,3,0,0,1,0,6,2,142,1,999,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
1615,31,0,2,5,0,1,0,0,1,4,94,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
1616,37,2,1,2,0,1,0,0,6,1,346,1,999,2,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
1617,73,5,0,0,0,1,0,1,1,1,195,1,999,0,1,-1.7,94.027,-38.3,0.904,4991.6,0
1618,30,9,1,5,0,1,0,1,3,4,31,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1619,51,9,0,4,0,0,1,0,1,0,50,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
1620,31,2,1,2,0,0,0,1,6,0,136,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
1621,53,7,1,2,0,1,0,1,4,0,9,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
1622,28,1,1,2,0,0,0,0,3,3,55,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1623,32,9,2,5,0,0,0,0,1,3,68,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
1624,32,7,1,3,0,0,0,0,6,1,642,3,10,1,2,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
1625,36,1,1,2,0,1,0,1,4,3,174,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
1626,34,0,1,5,0,0,0,0,6,0,145,1,999,2,0,-1.8,93.876,-40.0,0.695,5008.7,0
1627,49,1,1,0,0,1,0,1,6,3,47,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1628,37,4,2,5,0,1,0,0,6,3,42,1,999,1,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
1629,55,3,1,0,0,1,0,1,3,3,481,2,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
1630,52,4,1,0,0,1,0,0,6,3,1100,3,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
1631,51,1,1,0,0,0,0,1,6,1,172,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1632,41,0,2,3,0,1,0,1,6,1,85,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1633,47,1,0,0,0,1,0,1,4,0,48,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
1634,39,6,2,2,0,1,0,0,3,1,835,4,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
1635,33,9,1,4,0,1,0,0,1,1,303,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
1637,26,1,1,2,0,1,0,0,3,3,250,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1638,34,4,1,5,0,1,1,1,4,4,192,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
1639,40,7,1,5,0,1,0,0,3,0,131,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1640,46,0,2,5,0,1,0,1,6,4,74,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
1641,36,1,2,2,0,1,0,1,6,1,239,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1642,50,0,0,5,0,0,1,0,3,1,85,9,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1643,32,0,2,5,0,0,0,0,3,2,152,6,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,1
1644,41,0,0,3,0,1,1,0,1,2,231,2,0,2,2,-1.7,94.027,-38.3,0.904,4991.6,0
1645,41,9,2,4,0,1,0,0,5,1,101,1,999,0,1,-1.8,92.84299999999999,-50.0,1.703,5099.1,0
1646,34,4,1,5,0,1,0,0,5,3,57,4,999,0,1,-1.8,93.369,-34.8,0.635,5008.7,0
1647,39,4,2,2,0,1,0,1,6,3,134,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
1648,32,4,1,5,0,1,1,0,3,3,1011,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1649,24,1,1,2,0,1,0,0,8,0,160,1,999,0,1,-3.4,92.431,-26.9,0.72,5017.5,1
1650,54,0,1,5,0,1,1,0,7,3,215,1,999,0,1,-3.4,92.649,-30.1,0.72,5017.5,0
1651,35,6,2,5,0,0,0,0,3,4,157,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1652,79,5,1,3,0,1,1,0,4,3,163,1,999,1,0,-2.9,92.963,-40.8,1.262,5076.2,0
1653,36,7,1,3,0,0,0,0,3,2,211,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1654,37,1,1,3,0,1,0,0,0,1,233,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1655,30,0,2,5,0,0,0,1,6,1,259,4,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
1656,38,7,1,3,0,0,1,1,6,2,117,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
1657,28,7,2,2,0,0,0,1,6,0,646,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
1658,33,9,1,4,0,0,0,0,1,0,45,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
1659,29,9,1,5,0,0,0,1,6,4,104,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
1660,48,2,1,5,0,1,0,0,6,0,796,1,999,1,0,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0
1661,31,4,2,5,0,0,1,1,4,2,690,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
1662,25,1,2,1,0,0,0,0,6,4,793,5,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
1663,71,5,1,0,0,1,1,0,8,3,120,1,6,1,2,-3.4,92.431,-26.9,0.728,5017.5,0
1664,57,9,1,4,0,0,0,1,6,0,27,7,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
1665,51,0,1,5,0,1,0,0,1,4,519,9,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1666,41,0,0,3,0,1,1,0,6,2,380,3,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
1668,42,1,1,1,0,0,1,0,6,4,29,1,999,1,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
1669,34,7,1,2,0,0,0,0,7,3,218,2,4,1,2,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
1670,28,7,1,3,0,0,0,0,3,2,15,14,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
1671,60,2,1,0,0,0,1,1,6,4,141,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
1672,27,9,2,5,0,1,0,0,6,2,568,8,999,0,1,-1.8,92.89299999999999,-46.2,1.27,5099.1,0
1673,29,9,2,5,0,0,0,0,1,4,797,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1674,55,4,1,5,0,1,0,0,7,4,99,1,999,1,0,-3.4,92.649,-30.1,0.716,5017.5,0
1675,35,7,1,3,0,0,0,1,6,4,110,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1676,37,1,2,2,0,1,0,1,6,1,248,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1678,33,4,2,5,0,0,1,1,6,0,71,11,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
1679,32,4,2,5,0,0,0,1,6,3,237,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1680,33,0,2,5,0,1,0,0,4,2,114,3,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
1681,54,1,1,0,0,0,1,0,6,0,139,2,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
1683,32,9,1,4,0,1,0,0,1,3,133,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
1684,36,0,2,3,0,0,1,1,6,0,148,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1685,38,0,0,3,0,0,0,1,6,0,346,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1686,33,4,1,5,0,1,0,0,4,0,139,5,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,0
1687,27,0,2,3,0,1,0,1,4,1,114,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
1688,35,0,1,3,0,0,0,0,6,0,585,1,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,1
1689,48,4,1,2,0,1,0,0,6,3,725,1,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
1690,32,0,1,5,0,0,0,0,6,1,112,1,999,0,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,0
1691,43,7,1,3,0,0,0,1,4,0,16,7,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
1692,35,1,1,0,0,0,0,1,6,2,98,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
1693,35,0,2,5,0,0,1,0,1,2,85,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1694,50,1,1,2,0,0,0,0,3,2,16,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1695,36,2,1,5,0,1,1,1,4,4,135,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
1696,55,7,1,3,0,1,0,1,4,0,315,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
1697,38,1,1,0,0,1,1,0,6,2,365,1,999,1,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
1698,23,7,1,2,0,1,0,0,6,1,20,6,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,1
1699,34,0,2,5,0,1,0,0,0,3,461,1,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,0
1700,44,1,1,1,0,0,0,0,0,0,468,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1701,48,4,1,5,0,1,0,0,1,3,127,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
1702,34,4,1,5,0,1,0,1,6,0,197,4,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
1703,27,0,1,3,0,0,0,0,3,2,84,3,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,1
1704,42,0,1,4,0,1,0,1,7,2,90,1,999,0,1,-0.1,93.2,-42.0,4.245,5195.8,0
1705,52,1,1,2,0,1,0,1,6,2,397,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
1706,48,0,0,5,0,1,0,0,3,0,409,2,999,0,1,-2.9,92.469,-33.6,1.0590000000000002,5076.2,1
1707,40,0,1,5,0,1,0,0,1,1,366,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
1709,30,9,1,5,0,1,0,1,7,2,145,5,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
1711,39,1,1,1,0,0,1,0,7,4,188,5,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
1712,23,8,2,3,0,0,0,0,1,1,80,1,999,0,1,-2.9,92.20100000000001,-31.4,0.861,5076.2,0
1713,52,4,1,5,0,0,0,1,7,1,127,4,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
1714,28,1,2,3,0,1,0,0,3,4,221,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1715,41,2,1,5,0,1,0,0,6,4,276,1,12,1,2,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
1716,54,4,1,5,0,0,0,1,6,4,110,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
1717,25,7,1,3,0,0,0,0,3,3,259,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1718,36,1,1,2,0,0,0,0,6,3,395,2,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
1719,37,6,2,5,0,0,1,1,4,1,88,4,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
1720,45,6,1,3,0,1,0,0,6,2,21,2,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
1721,55,5,0,3,0,1,0,1,6,3,193,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1722,25,1,2,0,0,0,0,1,6,0,324,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
1723,43,1,2,3,0,1,0,0,6,3,107,3,999,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
1724,23,1,2,2,0,0,0,0,3,2,250,4,999,1,0,-1.7,94.215,-40.3,0.846,4991.6,0
1725,42,3,1,0,0,1,0,1,3,1,122,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1726,44,7,1,3,0,0,0,0,7,4,37,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
1727,34,1,2,2,0,1,0,0,0,1,90,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
1728,43,9,2,5,0,1,0,1,6,2,1120,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
1729,36,1,1,3,0,0,0,0,7,2,52,2,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
1730,53,6,1,0,0,1,0,0,6,1,145,2,999,1,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
1732,44,0,2,5,0,1,0,1,7,1,124,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
1733,39,3,1,0,0,1,0,1,6,3,54,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
1734,24,0,2,3,0,0,0,0,3,1,452,1,14,1,2,-1.7,94.215,-40.3,0.8270000000000001,4991.6,0
1735,43,9,1,4,0,1,0,0,7,3,166,3,999,1,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
1736,26,9,1,4,0,0,0,1,6,3,205,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
1737,55,5,1,3,0,0,0,1,6,0,924,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1738,33,0,1,5,0,0,0,0,1,0,204,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
1739,33,0,2,5,0,1,0,0,8,2,759,1,3,3,2,-1.1,94.601,-49.5,1.025,4963.6,1
1740,70,1,1,0,0,0,1,0,4,0,252,1,3,1,2,-1.7,94.055,-39.8,0.732,4991.6,0
1741,41,1,1,2,0,0,0,0,0,0,343,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1742,36,0,2,5,0,1,0,0,1,2,1217,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1743,26,0,2,5,0,1,0,1,6,4,217,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
1744,53,1,1,2,0,1,0,0,1,0,565,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1745,33,0,0,3,0,0,0,1,7,4,50,4,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
1746,35,9,2,3,0,1,0,0,3,4,294,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1747,47,3,1,2,0,0,0,0,1,2,135,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
1748,52,4,1,0,0,0,0,1,6,1,88,35,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
1749,58,0,1,5,0,0,0,0,3,1,257,6,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,1
1750,35,1,1,3,0,0,0,0,6,3,895,1,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
1751,35,7,2,3,0,1,1,0,6,2,332,1,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
1752,73,5,1,0,0,0,0,0,2,1,245,5,999,0,1,-3.0,92.713,-33.0,0.7170000000000001,5023.5,0
1753,37,4,2,5,0,0,0,0,6,3,107,1,999,1,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
1754,51,5,0,0,0,1,1,0,7,1,94,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
1755,36,0,1,3,0,1,0,0,6,3,300,5,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
1756,55,1,1,0,0,0,0,0,3,4,525,2,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
1757,48,0,1,5,0,1,0,0,0,4,87,9,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1758,46,0,1,5,0,1,0,0,1,1,96,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
1759,50,9,1,5,0,1,0,0,1,0,213,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1760,36,1,1,0,0,0,0,0,0,3,283,2,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,0
1761,35,2,1,2,0,0,1,1,6,2,165,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
1762,26,0,2,3,0,0,0,0,0,4,171,1,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,0
1763,49,1,1,0,0,0,0,1,4,1,174,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
1764,46,4,0,3,0,0,0,0,7,4,499,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
1765,34,7,2,3,0,0,0,0,3,2,111,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1766,35,0,1,5,0,1,0,1,6,3,343,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
1767,40,0,1,3,0,0,0,0,8,4,524,3,999,1,0,-3.4,92.431,-26.9,0.7240000000000001,5017.5,0
1768,30,1,1,2,0,1,0,1,6,4,107,3,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
1769,56,4,1,5,0,0,0,1,1,3,108,1,999,0,1,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,0
1771,43,1,2,0,0,1,0,1,6,1,181,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1772,57,5,1,5,0,0,0,0,1,1,497,2,999,1,0,-2.9,92.20100000000001,-31.4,0.843,5076.2,0
1773,52,6,2,0,0,1,0,1,6,2,61,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
1774,46,7,1,3,0,1,0,1,3,0,64,1,999,0,1,1.4,93.91799999999999,-42.7,4.959,5228.1,0
1775,32,5,1,0,0,1,0,0,0,0,531,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1776,40,0,1,3,0,1,0,1,4,0,85,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
1777,57,4,1,5,0,1,0,0,1,2,77,2,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
1778,32,0,2,5,0,1,0,0,3,1,55,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1779,33,0,1,3,0,1,0,0,3,4,310,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1780,34,7,0,2,0,0,1,0,6,1,295,3,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
1781,57,5,1,2,0,0,0,1,6,4,506,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1782,39,1,1,1,0,1,0,1,4,1,144,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
1783,53,1,1,0,0,0,1,1,4,1,340,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
1784,23,9,1,4,0,1,1,0,8,2,408,2,999,0,1,-3.4,92.431,-26.9,0.722,5017.5,0
1785,53,5,1,3,0,1,0,1,4,0,211,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
1786,39,1,1,4,0,1,0,0,6,4,72,1,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
1787,37,10,2,5,0,1,0,0,7,0,230,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
1788,45,6,0,4,0,1,0,1,1,1,5,1,999,1,0,-1.7,94.027,-38.3,0.8909999999999999,4991.6,0
1789,30,9,2,2,0,0,0,0,6,1,63,1,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
1790,30,0,2,2,0,1,0,1,3,2,45,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1791,47,0,1,3,0,0,0,1,6,3,505,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
1792,38,7,2,1,0,1,0,0,6,3,546,2,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
1793,29,0,2,5,0,0,1,1,4,4,251,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
1794,33,7,1,3,0,1,0,0,6,0,333,1,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
1795,39,7,1,4,0,1,0,1,6,2,126,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
1796,36,0,1,5,0,0,0,0,6,4,449,6,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
1797,49,0,2,5,0,0,0,0,3,3,57,3,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
1798,42,4,0,3,0,0,0,1,4,1,163,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
1799,33,9,0,4,0,1,1,0,6,3,668,4,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
1800,58,5,1,3,0,1,0,0,7,2,125,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
1801,45,1,1,2,0,0,1,1,4,0,124,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
1802,51,7,2,3,0,1,0,1,6,2,148,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
1803,56,10,1,2,0,0,1,1,6,3,43,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
1804,79,5,1,0,0,0,1,0,3,0,464,1,999,1,0,-1.7,94.215,-40.3,0.8220000000000001,4991.6,1
1805,20,8,2,3,0,0,0,0,7,4,229,2,3,3,2,-3.4,92.649,-30.1,0.715,5017.5,0
1806,24,9,2,4,0,0,0,0,4,3,122,2,999,1,0,-2.9,92.963,-40.8,1.262,5076.2,0
1807,49,7,1,3,0,1,0,1,4,3,86,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
1808,54,0,1,5,0,0,1,0,3,3,822,6,13,1,2,-2.9,92.469,-33.6,0.9079999999999999,5076.2,0
1809,57,0,1,5,0,0,0,0,3,4,35,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1810,40,1,1,1,0,1,0,0,6,4,182,2,999,1,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
1811,50,0,1,2,0,0,0,0,1,3,125,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
1812,32,0,2,5,0,0,0,1,4,4,52,6,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
1813,28,7,1,3,0,0,0,0,3,3,262,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1814,40,0,1,5,0,0,0,1,4,2,202,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
1815,37,9,1,3,0,1,0,0,1,4,599,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1816,34,0,2,5,0,1,0,0,1,1,103,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
1817,27,9,2,4,0,1,0,0,6,0,282,4,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
1818,31,9,1,4,0,1,1,0,1,4,184,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
1819,26,0,2,5,0,1,1,0,3,3,65,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
1820,59,3,0,5,0,0,0,0,3,3,367,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
1821,25,0,1,3,0,0,0,0,3,4,95,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
1822,45,7,1,3,0,1,0,1,6,4,206,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
1823,35,0,0,3,0,0,0,0,3,3,175,4,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
1824,23,8,2,5,0,1,0,0,2,0,127,2,6,2,2,-3.0,92.713,-33.0,0.718,5023.5,0
1825,44,7,1,3,0,1,0,0,6,3,358,1,999,1,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
1826,49,4,1,5,0,1,1,0,0,0,40,8,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1828,72,5,1,5,0,0,0,0,7,1,111,1,999,0,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0
1829,32,0,2,5,0,0,0,0,1,4,172,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1830,35,9,2,4,0,0,0,1,4,3,149,1,999,0,1,-1.7,94.055,-39.8,0.713,4991.6,0
1831,41,9,1,3,0,1,0,0,1,4,159,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
1832,59,5,1,5,0,1,0,0,1,4,83,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
1833,54,1,1,4,0,0,0,0,0,2,2870,2,999,0,1,-1.8,93.075,-47.1,1.483,5099.1,0
1834,35,1,2,1,0,1,0,1,6,4,198,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
